Features,Importance Correlation ,,,,Features,Importance Random forest,,,Most important,,,12384.2,12434,34601,428505704.2,430228834,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8051.8,8223,8317,66966820.6,68390691,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15175.3,14985,11429,173438503.7,171263565,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10505.9,10077,64712,679857800.8,652102824,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13391,14097,11847,158643177,167007159,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11839.8,12001,17319,205053496.2,207845319,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9063.9,8594,6208,56268691.2,53351552,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9168.8,8111,17956,164634972.8,145641116,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10001.3,10092,13841,138427993.3,139683372,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9669.4,9715,56844,549647373.6,552239460,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9752.8,9826,104559,1019743015,1027396734,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11197.5,10832,2047,22921282.5,22173104,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11488.9,11715,31880,366266132,373474200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9369.3,9090,11547,108187307.1,104962230,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15106.3,16524,5479,82767417.7,90534996,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18698.4,19153,11938,223221499.2,228648514,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10037.5,10169,13687,137383262.5,139183103,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9320.1,9457,30146,280963734.6,285090722,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17651.7,15837,6051,106810436.7,95829687,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12331.6,12130,12620,155624792,153080600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9389.2,8920,32343,303674895.6,288499560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8246.5,8207,25552,210714568,209705264,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9351.5,8860,51298,479713247,454500280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23783.4,23977,5399,128406576.6,129451823,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9875.5,9729,21560,212915780,209757240,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9309.6,9268,10374,96577790.4,96146232,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9605.3,9705,26942,258785992.6,261472110,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13838.3,13247,34652,479524771.6,459035044,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9903.8,9398,29578,292934596.4,277974044,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10890.3,10968,12023,130934076.9,131868264,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12796.5,13094,63249,809365828.5,828182406,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8655.9,8380,14118,122203996.2,118308840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9552.9,9517,12364,118112055.6,117668188,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10524.1,10693,40648,427783616.8,434649064,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8934.7,8759,34146,305084266.2,299084814,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8865.9,8350,7956,70537100.4,66432600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10956.3,11256,20845,228384073.5,234631320,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10228.4,9897,43685,446827654,432350445,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11070.2,11095,36771,407062324.2,407974245,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11500,11500,11712,134688000,134688000,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11019,10901,8479,93430101,92429579,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15617.2,16217,19595,306019034,317772115,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10105.2,9915,17358,175406061.6,172104570,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9938.6,10104,17497,173895684.2,176789688,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11189.9,11269,20612,230646218.8,232276628,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13581.8,14285,11866,161161638.8,169505810,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11761.4,11190,28018,329530905.2,313521420,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11009.9,11147,37942,417737625.8,422939474,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10174.7,9780,6286,63958164.2,61477080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8578.9,8141,15256,130879698.4,124199096,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11264.2,11657,6682,75267384.4,77892074,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10036.9,10042,19909,199824642.1,199926178,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9693.1,9889,5389,52236115.9,53291821,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10067.5,10206,56925,573092437.5,580976550,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16779.9,15017,7825,131302717.5,117508025,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10657.9,10548,16629,177230219.1,175402692,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8796.2,8745,27922,245607496.4,244177890,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10786.5,10738,11051,119201611.5,118665638,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9471.3,9854,13455,127436341.5,132585570,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9759.9,9757,12433,121344836.7,121308781,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8561.8,8409,7761,66448129.8,65262249,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10917.9,10434,10412,113677174.8,108638808,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10417.6,10686,7747,80705147.2,82784442,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10353.4,10265,38313,396669814.2,393282945,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17035.6,17907,11420,194546552,204497940,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9558.4,9670,11723,112053123.2,113361410,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9531.5,9404,11298,107686887,106246392,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10402.3,10344,8748,90999320.4,90489312,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8743.2,8334,10042,87799214.4,83690028,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9731.8,9592,74386,723909674.8,713510512,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9056.2,9221,42846,388021945.2,395082966,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9370.5,9284,6106,57216273,56688104,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9796.9,10293,9218,90307824.2,94880874,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9510.5,7852,23929,227576754.5,187890508,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10519,10607,15256,160477864,161820392,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12312.9,11263,8962,110348209.8,100939006,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8909.4,8388,17313,154248442.2,145221444,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10645.4,10453,8102,86249030.8,84690206,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12905.9,12697,7672,99014064.8,97411384,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14115,13557,23264,328371360,315390048,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9594.4,9024,8289,79527981.6,74799936,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12114.3,12419,5193,62909559.9,64491867,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11169.2,11795,11856,132422035.2,139841520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8931.7,8473,25794,230384269.8,218552562,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9541.8,9565,15953,152220335.4,152590445,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11586.1,13111,8098,93824237.8,106172878,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10052.3,9827,30480,306394104,299526960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11280.2,11565,5015,56570203,57998475,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9968,9694,5104,50876672,49478176,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10273.3,10494,8236,84610898.8,86428584,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8982.9,8604,4653,41797433.7,40034412,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16779.9,17821,15652,262638994.8,278934292,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9307.4,9187,21122,196590902.8,194047814,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11241.1,12024,12669,142413495.9,152332056,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11272.1,11433,123888,1396477925,1416411504,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10372.3,9764,19216,199314116.8,187625024,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14451.8,13738,7505,108460759,103103690,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8375.8,7675,11004,92167303.2,84455700,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10438.1,10003,9944,103796466.4,99469832,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12616.9,12449,9388,118447457.2,116871212,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9048.7,9171,17089,154633234.3,156723219,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12642.8,11185,5310,67133268,59392350,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8673.4,8449,53256,461910590.4,449959944,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8693.9,8587,18518,160993640.2,159014066,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12293.9,12085,6678,82098664.2,80703630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11062.7,10742,21481,237637858.7,230748902,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10473.2,10548,16344,171173980.8,172396512,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14445.7,12989,17747,256367837.9,230515783,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11515.8,12151,10812,124508829.6,131376612,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13919.1,13763,5263,73256223.3,72434669,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9700.9,9710,7880,76443092,76514800,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10249.7,10343,7030,72055391,72711290,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9526.9,9543,11284,107501539.6,107683212,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11977.7,11867,27465,328967530.5,325927155,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11502.5,11404,7881,90651202.5,89874924,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11874.6,12157,4314,51227024.4,52445298,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12480.5,12280,19057,237840888.5,234019960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10295.3,10324,8668,89239660.4,89488432,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,23030.2,22978,6710,154532642,154182380,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11328.6,11558,9594,108686588.4,110887452,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10136.8,10048,17562,178022481.6,176462976,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11709.2,12153,13240,155029808,160905720,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12430.2,11894,22580,280673916,268566520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7784,7590,14786,115094224,112225740,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11629.5,11354,4913,57135733.5,55782202,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9328.1,8830,19844,185106816.4,175222520,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10134.1,9903,10894,110400885.4,107883282,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10108.8,9796,47393,479086358.4,464261828,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9405.2,9386,11408,107294521.6,107075488,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9767.8,9943,5469,53420098.2,54378267,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9284.3,9348,12540,116425122,117223920,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9516.1,9680,8321,79183468.1,80547280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9313.8,9268,22184,206617339.2,205601312,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10824.6,11143,14075,152356245,156837725,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8628.3,8455,21759,187743179.7,183972345,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8959.3,8456,9182,82264292.6,77642992,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8770.4,8454,10668,93562627.2,90187272,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10058,9870,27149,273064642,267960630,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11253,11270,30973,348539169,349065710,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9533.1,9690,12840,122405004,124419600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10530.4,10398,11583,121973623.2,120440034,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8536.7,8253,13782,117652799.4,113742846,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11824.3,13199,4414,52192460.2,58260386,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10003,10129,9488,94908464,96103952,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11124.3,11165,8292,92242695.6,92580180,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10637.3,10638,7727,82194417.1,82199826,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12066.5,11993,6132,73991778,73541076,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11645.9,11835,6807,79273641.3,80560845,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7529.6,7252,6485,48829456,47029220,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11239.1,10585,19716,221590095.6,208693860,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8094.2,7697,23691,191759692.2,182349627,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9131.6,8929,9850,89946260,87950650,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9618.2,9648,21031,202280364.2,202907088,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8609.2,8456,4660,40118872,39404960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9280,9314,8555,79390400,79681270,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9801.5,9428,12845,125900267.5,121102660,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10196.3,10031,20710,211165373,207742010,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11769.1,12965,39099,460160040.9,506918535,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9696.7,9402,5780,56046926,54343560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14605.8,14578,7260,106038108,105836280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8499.1,8474,21491,182654158.1,182114734,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11456,11474,87479,1002159424,1003734046,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8846.5,8734,29611,261953711.5,258622474,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9662.8,8468,20574,198802447.2,174220632,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8423.7,7971,18360,154659132,146347560,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12248.5,11923,15765,193097602.5,187966095,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11680.1,11803,12484,145814368.4,147348652,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9070,8464,5420,49159400,45874880,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8644.4,8939,19545,168954798,174712755,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11778.8,12329,6469,76197057.2,79756301,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9568,9753,76497,731923296,746075241,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8399.4,8357,16373,137523376.2,136829161,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11491.3,12176,13392,153891489.6,163060992,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,21943.8,21006,7858,172434380.4,165065148,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8616.5,8602,7878,67880787,67766556,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7329.7,6970,4995,36611851.5,34815150,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,7829.5,7831,7507,58776056.5,58787317,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10128.6,9663,53872,545647939.2,520565136,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9923.1,9882,48985,486083053.5,484069770,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14174,15734,5778,81897372,90911052,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10714,10714,14165,151763810,151763810,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18465.5,18668,5928,109463484,110663904,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9559.1,9309,6044,57775200.4,56263596,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10740.9,9101,6775,72769597.5,61659275,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14231.8,14971,6777,96448908.6,101458467,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10599.5,10729,17717,187791341.5,190085693,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10188.2,10450,10846,110501217.2,113340700,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11270.8,11343,13676,154139460.8,155126868,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10180.8,10236,39394,401062435.2,403236984,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10026.7,9899,8057,80785121.9,79756243,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9107.8,8584,14165,129011987,121592360,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9804.9,9504,23020,225708798,218782080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10101,10317,8677,87646377,89520609,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10604.1,10843,9014,95585357.4,97738802,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11211.8,10881,4792,53726945.6,52141752,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10582.8,10347,34413,364185896.4,356071311,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10270.3,10264,9447,97023524.1,96964008,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9066.7,8761,23258,210873308.6,203763338,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9961.9,9858,16443,163803521.7,162095094,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9257.5,9330,69437,642813027.5,647847210,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9436.7,9285,13391,126366849.7,124335435,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10358.5,10325,60667,628419119.5,626386775,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10316.3,10885,6951,71708601.3,75661635,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10036.3,11017,18393,184597665.9,202635681,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9132.2,9665,20141,183931640.2,194662765,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9989.9,9967,8223,82146947.7,81958641,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9916.5,10153,9176,90993804,93163928,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11199.8,11254,5144,57611771.2,57890576,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9835.3,8846,11363,111758513.9,100517098,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9868,9906,19403,191468804,192206118,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12251.9,12341,31008,379906915.2,382669728,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9120.7,9018,58690,535293883,529266420,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10296.1,10572,11930,122832473,126123960,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10611.7,9772,24045,255158326.5,234967740,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8468,8568,5656,47895008,48460608,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9660.2,10368,9173,88613014.6,95105664,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12000.8,11985,13909,166919127.2,166699365,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9703.4,9766,14975,145308415,146245850,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8837.2,8345,48801,431264197.2,407244345,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10144.2,9838,42883,435013728.6,421882954,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9401.9,9189,12769,120052861.1,117334341,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9715.3,9377,16830,163508499,157814910,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10917.3,10641,40406,441124423.8,429960246,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9377.4,9264,11170,104745558,103478880,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8546.3,8363,30880,263909744,258249440,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8094,7974,10358,83837652,82594692,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13129.6,12923,5363,70414044.8,69306049,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10459.2,10537,14056,147014515.2,148108072,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9944.9,10163,82614,821587968.6,839606082,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9980.6,10107,29607,295495624.2,299237949,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11074.1,11498,20716,229411055.6,238192568,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9265.6,9722,21581,199960913.6,209810482,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10825,11309,9108,98594100,103002372,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11820,12057,23516,277959120,283532412,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9532.7,9323,9016,85946823.2,84056168,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11077.1,11290,27957,309682484.7,315634530,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16428,17479,5484,90091152,95854836,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10020.2,10232,115415,1156481383,1180926280,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12979,13534,7522,97628038,101802748,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9937.5,9515,14595,145037812.5,138871425,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8908.2,8877,5484,48852568.8,48681468,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8514.2,8530,30125,256490275,256966250,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10088.5,9913,21053,212393190.5,208698389,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8587.3,8920,7078,60780909.4,63135760,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15618.6,14201,8432,131696035.2,119742832,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15007.9,15092,10806,162175367.4,163084152,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9779.7,9981,11642,113855267.4,116198802,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12066.8,12715,6826,82367976.8,86792590,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11886.1,12446,4985,59252208.5,62043310,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10976.2,10861,12856,141110027.2,139629016,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9536.4,9900,5588,53289403.2,55321200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,24954.2,22427,17842,445232836.4,400142534,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8140.5,7936,5619,45741469.5,44592384,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10145.6,10117,18646,189174857.6,188641582,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,8022.1,7930,15620,125305202,123866600,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13144,12396,8165,107320760,101213340,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10354.2,9899,24623,254951466.6,243743077,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9273.5,8637,5010,46460235,43271370,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9851,9450,10556,103987156,99754200,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11514,11680,24538,282530532,286603840,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10621.5,10373,6543,69496474.5,67870539,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10279.1,10387,11590,119134769,120385330,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9298.9,9281,5986,55663215.4,55556066,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12165.9,13612,18026,219302513.4,245369912,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9607.3,9603,12506,120148893.8,120095118,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12062.7,13760,8383,101121614.1,115350080,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9986.8,9995,71113,710191308.4,710774435,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11292.7,11276,8942,100979323.4,100829992,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10066.5,9978,39115,393751147.5,390289470,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11492.7,11853,8624,99113044.8,102220272,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14214.2,15044,18987,269885015.4,285640428,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,9168.4,9211,12161,111496912.4,112014971,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10916.1,10582,7554,82460219.4,79936428,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10882.1,10797,13896,151217661.6,150035112,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12360.6,11962,7536,93149481.6,90145632,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10978,10537,25024,274713472,263677888,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,11206.4,11511,29085,325938144,334797435,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,10286.3,9803,9427,96968950.1,92412881,,,,,,,,,,,,,,,,,,
